CTYDIST,ELEMDIST,DNAME,DCOUNTY,DSUPAREA,DPYC,DPYAV,DPYTATL,DPHONE,DFAX,DELEMSN,DELEMST,DELEMSRS,DELEMSNS,DELEMSTS,DMIDSSN,DMIDSST,DMIDSSRS,DMIDSSNS,DMIDSSTS,DJRSN,DJRST,DJRSRS,DJRSNS,DJRSTS,DHIGHSN,DHIGHST,DHIGHSRS,DHIGHSNS,DHIGHSTS,DTOTSCHL,DTOTTECH,DTOTRES,DTOTNRES,DTOTSTU,PRESTITL,PRESLN,PRESFN,PRESMI,SECTITL,SECLN,SECFN,SECMI,SDLNAME,SDFNAME,SDMINIT,SDSALUAT,DIEMAIL,URL,MO HOUSE DISTRICTS,MO SENATE DISTRICTS,US CONGRESSIONAL DISTRICTS,Location 1,Location 2
49142,,Carthage R-IX  (049-142),Jasper ,C,   A,282575519.00,3.58,4173597000,4173597004,5,180,1931,1,1932,1,53,695,0,695,1,53,617,1,618,1,126,1181,32,1213,8,412,4424,34,4458,Dr.,Westhoff ,Mark ,,Mr.,Goolsby ,Michael ,,Henningsen ,Blaine ,A,Dr.,HENNINGSENB@CARTHAGE.K12.MO.US,http://www.carthage.k12.mo.us,"127, 160, 163",32 ,7,"710 Lyon St.
Carthage 648361700
(37.1739148509734, -94.31183785656961)",
48925,,Hope Leadership Academy  (048-925),Jackson ,B,,,,8169211213,8169316142,1,8,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,58,0,58,Mr., Mccaskill ,Andy ,F,Mrs., Ellis ,Tiffany ,M,Saunders,Sean,L,Mr.,SSAUNDERS@HLAKC.ORG,http://hopecenterkc.org/hope-leadership-academy,,,,"2800 Linwood Boulevard
Kansas City 641281544
(39.06798140585795, -94.55045284314372)",
111086,,Greenville R-II  (111-086),Wayne ,E,   A,40519341.00,3.11,5732243844,5732243412,2,44,443,0,443,0,0,0,0,0,1,20,111,0,111,1,25,199,0,199,4,89,753,0,753,Mr.,Clubb ,Rick ,,Mrs.,Ross ,Sandy ,,Rogers ,Andrew ,,Dr.,arogers@bears.k12.mo.us,http://bears.k12.mo.us/,"144, 145, 151, 153","25 , 27 ",8,"127 Walnut
Greenville 639440320
(37.125770000085595, -90.44981000013127)",P.O. Box 320
92088,,Francis Howell R-III  (092-088),St. Charles ,A,   A,2280489253.00,5.1829,6368514000,6368514093,13,661,10166,0,10166,5,293,3876,0,3876,0,0,0,0,0,3,407,5570,0,5570,21,1361,19612,0,19612,Mr.,Hodits ,Marty ,R,Mrs.,Knight ,Patty ,,Sloan ,Pam ,S,Dr.,pam.sloan@fhsdschools.org,http://www.fhsdschools.org,"042, 063, 070, 101, 102, 103, 104, 105, 106, 108, 109","02 , 10 , 23 , 24 , 26 ",2,"4545 Central School Road
St. Charles 633047113
(38.743129689211806, -90.61296795564735)",
7124,,Rich Hill R-IV  (007-124),Bates ,F,   A,21305991.00,4.3086,4173952418,4173952407,1,21,168,0,168,0,0,0,0,0,0,0,0,0,0,1,27,268,0,268,2,48,436,0,436,Mr.,Breckenridge ,Shawn ,,Mrs.,Morrison ,Donna ,,Niffen,Glenn,,Mr.,gniffen@richhill.k12.mo.us,http://www.richhill.k12.mo,126,31 ,4,"703 N Third
Rich Hill 647792042
(38.10266036007491, -94.36624116045392)",
74195,,Jefferson C-123  (074-195),Nodaway ,H,   A,13349621.00,5.5388,6609442316,6609442315,1,17,79,0,79,0,0,0,0,0,0,0,0,0,0,1,16,71,1,72,2,33,150,1,151,Mr.,Meyer ,Raymond ,G,Mrs.,Brown ,Emmy ,M,Dowis ,Rob ,P,Mr.,rdowis@jc123.k12.mo.us,http://www.jc123.k12.mo.us/,"001, 002",12 ,6,"37614 US Highway 136
Conception Jct 644340112
(40.25702929315732, -94.68724689160192)",P.O. Box 0112
86100,,Putnam Co. R-I  (086-100),Putnam ,I,   A,71535732.00,3.6998,6609473361,6609472912,1,33,352,0,352,1,24,168,0,168,0,0,0,0,0,1,27,214,0,214,3,84,734,0,734,Dr.,Brummit ,James ,,Mr.,Gilworth ,Cedric ,,Halley ,Heath ,,Mr.,HHALLEY@PUTNAMCOUNTYR1.NET,http://www.putnamcountyr1.net,"003, 004","12 , 18 ",6,"803 S 20th
Unionville 635651482
(40.47021347008151, -93.00670350980923)",
68074,,Jamestown C-1  (068-074),Moniteau ,D,   A,15150372.00,3.8172,6608492141,6608492600,1,16,123,0,123,0,0,0,0,0,0,0,0,0,0,1,17,86,0,86,2,33,209,0,209,Mr.,Imhoff ,Walt ,,Mrs.,Couch ,Carrie ,,Deeken ,James ,A,Mr.,deekenj@jamestown.k12.mo.us,http://www.jamestown.k12.mo.us,050,"06 , 19 ",4,"222 School St.
Jamestown 650461303
(38.760078679344765, -92.47560795348416)",
15004,,Macks Creek R-V  (015-004),Camden ,D,   A,30186739.00,3.8565,5733635909,5733630127,1,21,203,0,203,0,0,0,0,0,0,0,0,0,0,1,20,140,0,140,2,41,343,0,343,Mrs.,Hicks ,Misty ,,Ms.,Nations ,Cheri ,D,Phillips,Joshua,C,Mr.,JPHILLIPS@MAIL.MCREEK.K12.MO.US,http://www.mcreek.k12.mo.us/,"123, 124, 125, 129","16 , 28 ",4,"245 State Road N
Macks Creek 657867130
(37.96573351757056, -92.9729487204231)",
71091,,Morgan Co. R-I  (071-091),Morgan ,D,   A,78713505.00,2.75,5733772217,5733772211,1,30,287,0,287,1,36,176,0,176,0,0,0,0,0,1,30,181,0,181,3,96,644,0,644,Mr.,Goetze ,Richard ,,Mr.,Stevens ,Mark ,,French ,John ,M,Mr.,JFRENCH@MCR1.STOVERMO.COM,http://mcr1.stovermo.com,"054, 057, 058, 124, 125","06 , 16 , 28 ",4,"701 N Oak St.
Stover 650780842
(38.44663981581459, -92.99180186128274)",
109003,,Warren Co. R-III  (109-003),Warren ,D,   A,257396746.00,4.1107,6364566901,6364567687,3,113,1409,0,1409,0,0,0,0,0,1,56,670,0,670,1,78,907,1,908,5,247,2986,1,2987,Mrs.,Scott ,Teresa ,,Ms.,Sutherland ,Janet ,,Muzzey ,Thomas ,E,Dr.,MUZZEYTE@WARRENCOR3.K12.MO.US,http://www.warrencor3.org/,"041, 042, 061, 063","10 , 26 ",9,"302 Kuhl Avenue
Warrenton 633832116
(38.8081754990715, -91.13937819868178)",
85049,,Crocker R-II  (085-049),Pulaski ,G,   A,28777309.00,3.3288,5737365000,5737365924,1,28,332,0,332,0,0,0,0,0,0,0,0,0,0,1,25,229,5,234,2,53,561,5,566,Mr.,Boulware ,Bob ,,Mrs.,Knudson ,Stephanie ,J,Bogle ,Jim ,,Dr.,jbogle@mail.crockerschools.org,http://www.crockerschools.org,"062, 121, 122, 123, 124","06 , 16 ",4,"601 N Commercial
Crocker 654520488
(37.95591513769011, -92.26336094697204)",P.O. Box 488
66103,,Miller Co. R-III  (066-103),Miller ,D,   A,10548199.00,3.75,5733692375,5733692833,1,22,161,8,169,0,0,0,0,0,0,0,0,0,0,1,18,76,3,79,2,40,237,11,248,Mr.,Ahart ,Scott ,,Mrs.,Luttrell ,Gayla ,,Koonce ,Jeffrey ,,Dr.,JKOONCE@TUSCUMBIALIONS.K12.MO.US,http://www.tuscumbialions.k12.mo.us,"059, 062, 124",06 ,9,"526 School Road
Tuscumbia 650821000
(38.23667423817511, -92.46105624172102)",P.O. Box 1
115906,,Confluence Academies  (115-906),St. Louis City ,A,     ,0.00,0,3145888554,3145881343,3,212,2713,0,2713,0,0,0,0,0,0,0,0,0,0,1,40,504,0,504,4,252,3217,0,3217,Ms.,Henry ,Sonya ,,Mr.,Siliceo-Roman ,Armando ,,Kuntze,Jeff ,,Mr.,jkuntze@confluenceacademy.org,http://www.confluenceacademy.com,,,1,"611 N 10th St. Ste. 550
St. Louis 631011245
(38.63129569454744, -90.19383756113706)",
51156,,Leeton R-X  (051-156),Johnson ,F,   A,15066029.00,4.97,6606532301,6606534315,1,22,162,0,162,1,19,70,0,70,0,0,0,0,0,1,19,105,7,112,3,60,337,7,344,Mr.,Scrivener ,Terry ,,Mrs.,Cox ,Patty ,S,Crooks ,Susan ,D,Mrs.,scrooks@leeton.k12.mo.us,http://www.leeton.k12.mo.us,"054, 057","21 , 31 ",4,"500 N Main
Leeton 647619238
(38.588004245600246, -93.69573718649701)",
34124,,Ava R-I  (034-124),Douglas ,C,   A,90546816.00,2.75,4176834717,4176836329,1,41,544,0,544,1,38,393,0,393,0,0,0,0,0,1,48,424,33,457,3,127,1361,33,1394,Mr.,Spurlock ,Randy ,,Mrs.,Porter ,Regina ,,Wilson ,Brian ,,Dr.,bwilson@avabears.net,http://www.avaschools.k12.mo.us,"140, 141, 155","20 , 29 , 33 ",8,"507 N.E. 3rd St.
Ava 656080338
(36.95539490862587, -92.65861420102021)",P.O. Box 338
18050,,Van Buren R-I  (018-050),Carter ,E,   A,29407484.00,3.43,5733234281,5733234297,1,27,263,0,263,0,0,0,0,0,0,0,0,0,0,1,29,286,0,286,2,56,549,0,549,Mr.,Burke ,Kenny ,,Mrs.,Sanders ,Marilyn ,R,Kuessner ,Sonia ,S,Mrs.,skuessner@vanburen.k12.mo.us,http://www.vanburen.k12.mo.us,"143, 144, 153","03 , 25 , 27 , 33 ",8,"906 Broadway
Van Buren 639650550
(36.995400000010136, -91.01509000040306)",P.O. Box 550
110030,Y,Richwoods R-VII  (110-030),Washington ,G,   A,13419793.00,3.1443,5736782257,5736785207,1,18,175,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,175,0,175,Mr.,Barrett ,Ted ,J,Mrs.,Glatczak ,Carla ,S,Huff ,Laurie ,,Mrs.,LHUFF@RICHWOODS.K12.MO.US,http://www.richwoodswildcats.org/,"118, 119","03 , 26 ",8,"10788 State Highway A
Richwoods 630719744
(38.16096681776263, -90.8271851994693)",
90076,,Southern Reynolds Co. R-II  (090-076),Reynolds ,G,   A,33954349.00,3.54,5736633591,5736632412,1,24,264,0,264,0,0,0,0,0,0,0,0,0,0,1,22,264,5,269,2,46,528,5,533,Mr.,Brewer ,Todd ,,Mrs.,Foster ,Rebecca ,L,Redlich ,Mike , ,Dr.,MREDLICH@ELLINGTON.K12.MO.US,http://www.ellington.k12.mo.us,"143, 144, 153","03 , 25 , 27 ",8,"1 School St.
Ellington 636389570
(37.235160000333906, -90.97051000043604)",
17125,,Carrollton R-VII  (017-125),Carroll ,F,   A,58824520.00,4.8963,6605422769,6605423416,2,36,345,0,345,1,33,286,0,286,0,0,0,0,0,1,38,301,0,301,4,107,932,0,932,Mr.,Linneman ,Craig ,K,Mrs.,Brunscher ,Carrie ,L,Delany ,Judith ,C,Dr.,delany-judith@trojans.k12.mo.us,http://www.trojans.k12.mo.us,"039, 048, 051, 053",21 ,6,"300 E Ninth St.
Carrollton 646332341
(39.36821920188095, -93.49166254189169)",
58106,,Linn Co. R-I  (058-106),Linn ,I,   A,18080266.00,3.9054,6602445045,6602445025,1,17,128,0,128,0,0,0,0,0,0,0,0,0,0,1,18,140,0,140,2,35,268,0,268,Mr.,Hardy ,Steve ,,Mrs.,Biggs ,Pamela ,S,Livingston,Ryan,L,Mr.,rlivingston@linnr1.k12.mo.us,http://linnr1.k12.mo.us/,"003, 006, 007","12 , 18 ",6,"15533 Highway KK
Purdin 646740130
(39.961609999701864, -93.13480000041955)",P.O. Box 130
96113,,Valley Park  (096-113),St. Louis ,A,   A,164306870.00,5.1491,6369233500,6368611002,1,50,534,0,534,1,32,232,0,232,0,0,0,0,0,1,35,285,0,285,3,117,1051,0,1051,Mr.,Dains ,Bill ,L,Mrs.,Peats ,Faye ,,Knes ,David ,,Dr.,dknes@vp.k12.mo.us,http://www.vp.k12.mo.us/,099,15 ,2,"1 Main St.
Valley Park 630881573
(38.551589209766156, -90.49690157323353)",
91093,Y,Ripley Co. R-IV  (091-093),Ripley ,E,   A,5511802.00,2.75,5739967118,5739967484,1,21,166,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,166,0,166,Mr.,Kelly ,Jim ,,Mrs.,Reeves ,Kathy ,,Waddell ,Ligie ,,Mr.,lwaddell@lonestar.k12.mo.us,http://lonestarschool.org,"143, 153","25 , 33 ",8,"HCR 7 Box 51
Doniphan 639358901
(36.53544088556005, -90.74654199640302)",
92089,,Wentzville R-IV  (092-089),St. Charles ,A,   A,1492667611.00,4.9891,6363273800,6363278611,11,566,6822,0,6822,3,217,3022,0,3022,0,0,0,0,0,2,246,3547,0,3547,16,1029,13391,0,13391,Mrs.,Ratcliff ,Terry ,,Mrs.,Reiter ,Heather ,,Adams ,Terry ,,Dr.,NANCYSICKLER@WENTZVILLE.K12.MO.US,http://www.wentzville.k12.mo.us/,"041, 063, 064, 102, 107, 108","02 , 10 ",2,"One Campus Drive
Wentzville 633853415
(38.810443443843575, -90.86766608107718)",
96114,,Webster Groves  (096-114),St. Louis ,A,   A,703281820.00,5.8855,3149611233,3149636411,8,252,2546,0,2546,1,66,651,1,652,0,0,0,0,0,1,124,1311,3,1314,10,442,4508,4,4512,Ms.,O'Brien ,Amy ,,Ms.,Brookes ,Kathryn ,,Riss ,Sarah ,B,Dr.,riss.sarah@wgmail.org,http://www.webster.k12.mo.us/,"083, 090, 091","01 , 04 , 15 , 24 ",3,"400 E Lockwood Avenue
Webster Groves 631193125
(38.59178139812332, -90.34816381717275)",
97119,,Malta Bend R-V  (097-119),Saline ,F,   P,10566423.00,5.0622,6605952371,6605952430,1,15,59,2,61,0,0,0,0,0,0,0,0,0,0,1,14,55,1,56,2,29,114,3,117,Mr.,Moore ,Scott ,,Mrs.,Kiser ,Debbie ,,Marcum ,Charles ,,Mr.,cmarcum@maltabend.k12.mo.us,http://www.maltabend.k12.mo.us,"039, 048, 051",21 ,4,"200 S Linn
Malta Bend 653390010
(39.192004953109766, -93.36302438164978)",P.O. Box 10
48905,,Genesis School Inc.  (048-905),Jackson ,B,     ,,,8169210775,8169214268,1,13,133,0,133,0,0,0,0,0,1,8,42,0,42,1,6,47,0,47,3,27,222,0,222,Mr.,Cloverdyke ,Brad ,,Mr.,Sullivan ,Donald ,,Pearson ,Pamela ,L,Ms.,PPEARSON@GENESISSCHOOL.ORG,http://www.promiseacademykc.org,,,5,"3800 E 44th St.
Kansas City 641302168
(39.045984016932394, -94.54019164675567)",
84003,,Halfway R-III  (084-003),Polk ,C,   A,16739270.00,4.1256,4174452351,4174452026,1,19,141,0,141,0,0,0,0,0,0,0,0,0,0,1,19,118,0,118,2,38,259,0,259,Mr.,Doke ,Gary ,,Mrs.,Brannon ,Kim ,,Boatwright ,Tim ,,Dr.,TBOATWRIGHT@HALFWAYSCHOOLS.ORG,http://www.halfwayschools.org,"128, 129",28 ,7,"2150 Highway 32
Half Way 656639185
(37.61590161277486, -93.24070179256154)",
112102,,Marshfield R-I  (112-102),Webster ,C,   A,173202430.00,3.35,4178592120,4178592193,3,116,1406,2,1408,0,0,0,0,0,1,58,703,1,704,1,74,916,4,920,5,248,3025,7,3032,Mrs.,Day ,Michelle ,,Mrs.,Crowley ,Christi ,,Mayo ,Mark ,,Dr.,mark.mayo@mjays.us,http://www.marshfieldbluejays.org,"129, 137, 141","20 , 28 , 33 ",4,"170 State Highway DD
Marshfield 657061513
(37.33934057401865, -92.88982773638037)",
57003,,Troy R-III  (057-003),Lincoln ,D,   A,414233112.00,4.61,6364626098,6365282411,6,227,2861,0,2861,1,89,1417,0,1417,0,0,0,0,0,3,147,2063,1,2064,10,463,6341,1,6342,Mr.,Eric ,Hood ,,Dr.,Thompson ,Mary Sue ,,Penny ,Mark ,,Mr.,PENNYM@TROY.K12.MO.US,http://www.troy.k12.mo.us/,"041, 042, 063, 064","02 , 10 ",2,"951 W College
Troy 633791112
(38.9786993030931, -90.98841897034406)",
115414,,Mo School For The Blind  (115-414),St. Louis City ,A,,,,3147764320,3147721561,2,20,21,0,21,0,0,0,0,0,0,0,0,0,0,1,19,25,0,25,3,39,46,0,46,Mr.,Gerard ,Donald ,K,Mr.,Edwards ,Eugene ,,Yocum ,Patricia ,,Mrs.,patty.yocum@msb.dese.mo.gov,http://msb.dese.mo.gov/,,,3,"3815 Magnolia Avenue
St. Louis 631104099
(38.60759147939842, -90.24505654651347)",
73099,,East Newton Co. R-VI  (073-099),Newton ,C,   A,65755510.00,3.17,4174726231,4174723500,2,95,1076,0,1076,0,0,0,0,0,0,0,0,0,0,1,46,494,0,494,3,141,1570,0,1570,Mr.,Knight ,Mark ,,Mrs.,Yost ,Tamara ,,Mccrackin ,Todd ,,Mr.,MCCRACKINT@MAIL.ENR6.K12.MO.US,http://www.enr6.k12.mo.us,"158, 159, 160","29 , 32 ",7,"22808 E Highway 86
Granby 648440998
(36.87757636880822, -94.23280779612003)",
35102,,Kennett 39  (035-102),Dunklin ,E,   A,93228026.00,4.2,5737171100,5737171016,3,77,1129,9,1138,1,42,470,8,478,0,0,0,0,0,1,58,538,11,549,5,177,2137,28,2165,Mr.,Shetley ,Matthew ,R,Mrs.,Haman ,Donna ,,Wilson ,Chris ,,Mr.,cwilson@kennett.k12.mo.us,http://www.kennett.k12.mo.us,"149, 150",25 ,8,"510 College Avenue
Kennett 638572006
(36.24128840440526, -90.05560934061704)",
61158,,Macon Co. R-IV  (061-158),Macon ,I,   A,10917834.00,4.5,6602265615,6602265618,1,15,54,0,54,0,0,0,0,0,0,0,0,0,0,1,14,54,5,59,2,29,108,5,113,Mrs.,Lochner ,Karen ,,Mrs.,Kelley ,Julie ,A,Dunham ,John ,,Mr.,jdunham@mcr4.k12.mo.us,http://schoolweb.missouri.edu/maconr4.k12.mo.us/,"003, 006, 039",18 ,9,"501 S Main
New Cambria 635580070
(39.77629897371705, -92.75181085553905)",P.O. Box 70
97129,,Marshall  (097-129),Saline ,F,   A,156273501.00,3.1065,6608867414,6608865641,4,101,995,1,996,1,57,726,1,727,0,0,0,0,0,2,79,698,47,745,7,237,2419,49,2468,Mrs.,Green ,Kathy ,,Mrs.,Perkins ,Linda ,M,Huff,Ryan,,Mr.,rhuff@marshallschools.com,http://www.marshallschools.com,"048, 051","19 , 21 , 28 ",4,"860 W Vest
Marshall 653402139
(39.115613982359704, -93.2100064812409)",
51152,,Holden R-III  (051-152),Johnson ,F,   A,87343884.00,5.43,8167325568,8167324336,1,50,619,1,620,1,32,357,0,357,0,0,0,0,0,1,39,405,0,405,3,121,1381,1,1382,Mrs.,Corrigan ,Sonya ,K,Mrs.,Raker ,Patricia ,A,Schroeder ,Wade ,K,Mr.,wschroeder@holden.k12.mo.us,http://www.holdenschools.org,"033, 054, 057","08 , 21 , 31 ",4,"1612 S Main
Holden 640401605
(38.70315343823182, -93.99066085278565)",
48909,,Allen Village  (048-909),Jackson ,B,     ,,,8169310177,8165614640,1,23,436,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,436,0,436,Mr.,Shelby ,Alan ,,Ms.,Edwards ,Amy ,,Washington ,Phyllis ,,Mrs.,,http://www.allenvillageschool.com,,,5,"706 W 42nd St.
Kansas City 641113120
(39.052540046614865, -94.59499626325493)",
31121,,Gallatin R-V  (031-121),Daviess ,H,   A,39310915.00,3.6649,6606632171,6606632559,1,31,375,8,383,0,0,0,0,0,0,0,0,0,0,1,27,276,5,281,2,58,651,13,664,Mr.,Terry ,Brice ,,Mrs.,Swopes ,Lynda ,K,Croy ,Dennis ,,Mr.,dcroy@gallatin.k12.mo.us,http://gallatin.k12.mo.us/,"002, 008","12 , 21 ",6,"602 S Olive St.
Gallatin 646409471
(39.90948010107063, -93.97080719482578)",
106003,,Forsyth R-III  (106-003),Taney ,C,   A,72912585.00,4.1008,4175466384,4175462204,1,35,416,0,416,1,35,407,0,407,0,0,0,0,0,1,36,329,74,403,3,106,1152,74,1226,Mr.,Baker ,Jack ,,Mrs.,Mccormick ,Deidre ,,Blevins ,Brent ,,Dr.,BBLEVINS@FORSYTHR3.K12.MO.US,http://www.forsythr3.k12.mo.us,"155, 156",29 ,8,"178 Panther St.
Forsyth 656530187
(36.69628529626141, -93.11629836677686)",P.O. Box 187
51154,,Johnson Co. R-VII  (051-154),Johnson ,F,   A,34905557.00,4.3499,6606563316,6606563633,1,24,274,0,274,1,25,167,0,167,0,0,0,0,0,1,24,181,0,181,3,73,622,0,622,Mr.,Schmidli ,Rick ,,Mrs.,Evert ,Janet ,L,Dill ,Julie ,,Mrs.,JDILL@CRS.K12.MO.US,http://crs.k12.mo.us,"053, 054",21 ,4,"92 N.W. 58 Highway
Centerview 640199235
(38.777504220732496, -93.83890491328592)",
49137,,Jasper Co. R-V  (049-137),Jasper ,C,   A,35656685.00,3.21,4173942416,4173942394,1,29,238,0,238,0,0,0,0,0,0,0,0,0,0,1,35,223,3,226,2,64,461,3,464,Mr.,Adams ,Dale ,,Mrs.,Jessee ,Karla ,S,Stark,Rick,A,Mr.,RSTARK@JASPER.K12.MO.US,http://www.jasper.k12.mo.us/,127,"31 , 32 ",7,"201 W Mercer St.
Jasper 647559345
(37.33990035714036, -94.30329105162501)",
48918,,Kipp: Endeavor Academy  (048-918),Jackson ,B,     ,,,8162413994,8162413339,0,0,0,0,0,1,12,183,0,183,0,0,0,0,0,0,0,0,0,0,1,12,183,0,183,Mr.,Williams ,Anthony ,,Mr.,Dorsey ,Justin ,,Schmitz ,Jake ,,Mr.,JSCHMITZ@KIPPENDEAVOR.ORG,http://www.kippendeavor.org,,,5,"2700 E 18th St. Ste. 155b
Kansas City 641272695
(39.090797205741296, -94.55065069399018)",
81095,,Newburg R-II  (081-095),Phelps ,G,   A,26033247.00,3.25,5737629653,5737623040,1,27,241,0,241,0,0,0,0,0,0,0,0,0,0,1,26,209,11,220,2,53,450,11,461,Mr.,Macormic ,James ,,Mrs.,Hinkel ,Mary ,E,Westerman ,John ,,Mr.,JWESTERMAN@NEWBURG.K12.MO.US,http://newburg.k12.mo.us/,"062, 121, 142","06 , 16 ",8,"701 Wolf Pride Drive
Newburg 655500503
(37.9179568372578, -91.89993421783329)",P.O. Box C
12108,,Neelyville R-IV  (012-108),Butler ,E,   A,32367711.00,3.03,5739893813,5739893434,2,42,316,0,316,0,0,0,0,0,0,0,0,0,0,1,30,299,0,299,3,72,615,0,615,Mr.,French ,John ,,Mr.,Dennis ,Steve ,,Hagood ,Bradley ,D,Mr.,BHAGOOD@NEELYVILLE.K12.MO.US,http://neelyville.k12.mo.us/,"152, 153","25 , 33 ",8,"289 Broadway St.
Neelyville 639540008
(36.56244301439934, -90.50957919699667)",P.O. Box 8
39136,,Walnut Grove R-V  (039-136),Greene ,C,   A,17069140.00,3.8559,4177882543,4177881254,1,16,161,0,161,0,0,0,0,0,0,0,0,0,0,1,15,117,0,117,2,31,278,0,278,Mrs.,Gehris ,Deborah ,,Mr.,Gilkey ,Wade ,,Barton ,Gwenda ,,Ms.,GBARTON@WGTIGERS.COM,http://www.wgtigers.com,"127, 128, 130","20 , 28 , 32 ",7,"300 E College
Walnut Grove 657700187
(37.412411498495004, -93.54713996672253)",P.O. Box 187
82100,,Bowling Green R-I  (082-100),Pike ,I,   A,101089719.00,3.3832,5733245441,5733242439,2,56,575,0,575,1,28,284,0,284,0,0,0,0,0,1,44,420,1,421,4,128,1279,1,1280,Mr.,Klott ,Joe ,,Ms.,Browning ,Cindy ,,Powell ,Darin ,,Mr.,DPOWELL@BGSCHOOLS.K12.MO.US,http://www.bgschools.k12.mo.us,"040, 041, 042","10 , 18 ",9,"700 W Adams
Bowling Green 633340005
(39.337283647265245, -91.19997633405896)",
74201,,Maryville R-II  (074-201),Nodaway ,H,   A,193066937.00,5.041,6605623255,6605624113,1,48,570,0,570,1,40,414,0,414,0,0,0,0,0,2,62,448,1,449,4,150,1432,1,1433,Mr.,Wiedmaier ,Sean ,,Ms.,Parman ,Kenna ,S,Linthacum,Larry,,Mr.,linthacum@maryville.k12.mo.us,http://www.maryville.k12.mo.us/,001,12 ,6,"1429 S Munn Avenue
Maryville 644682756
(40.33083358810864, -94.8833841884104)",
29001,,Lockwood R-I  (029-001),Dade ,C,   A,28428844.00,3.583,4172324513,4172324187,1,22,249,0,249,0,0,0,0,0,0,0,0,0,0,1,16,97,3,100,2,38,346,3,349,Mr.,Nentrup ,Jeff ,,Mr.,Neill ,Kirk ,,Rogers ,Bill ,,Mr.,brogers@lockwood.k12.mo.us,http://www.lockwoodschools.org,"127, 157","28 , 29 , 31 , 32 ",4,"400 W 4th St.
Lockwood 656829675
(37.39007326113435, -93.95774849849121)",
3033,,Fairfax R-III  (003-033),Atchison ,H,   A,17086956.00,4.2668,6606862421,6606862848,1,16,89,0,89,0,0,0,0,0,0,0,0,0,0,1,16,70,0,70,2,32,159,0,159,Mr.,Mitchell ,Tony ,,Mrs.,Burke ,Karen ,,Defenbaugh ,Ed ,,Mr.,EDEFENBAUGH@FAIRFAXK12MO.US,http://fairfaxk12mo.us/,001,12 ,6,"500 Main St.
Fairfax 644469131
(40.3390750323091, -95.38968162408226)",
7129,,Butler R-V  (007-129),Bates ,F,   A,69570110.00,4.8294,6606790653,6602003010,1,52,622,0,622,0,0,0,0,0,0,0,0,0,0,1,45,419,3,422,2,97,1041,3,1044,Mr.,Tippie ,Bryan ,,Mr.,Anderson ,Larry ,,Stauffacher ,Alan ,,Mr.,alan.stauffacher@butler.k12.mo.us,http://butlerr5.org/,126,31 ,4,"420 S Fulton St.
Butler 647302058
(38.2538575813688, -94.3359863671023)",
103127,,Richland R-I  (103-127),Stoddard ,E,   A,24322583.00,4.3333,5732835332,5732835798,1,18,152,0,152,0,0,0,0,0,0,0,0,0,0,1,19,112,1,113,2,37,264,1,265,Mr.,Blair ,Terry ,,Mr.,Odum ,Loyd ,,Killian ,Frank ,,Mr.,FKILLIAN@RICHLAND.K12.MO.US,http://www.richland.k12.mo.us/,"149, 151","25 , 27 ",8,"24456 State Highway 114
Essex 638466110
(36.81752632618674, -89.82521951857922)",
87083,,Ralls Co. R-II  (087-083),Ralls ,I,   A,69493173.00,3.46,5732673397,5732673538,2,40,302,0,302,0,0,0,0,0,1,26,191,0,191,1,30,241,0,241,4,96,734,0,734,Mr.,Hilgenbrinck ,Pete ,,Mrs.,Robinson ,Lori ,,Jarman ,Deanette ,F,Mrs.,DJARMAN@RALLSR2.K12.MO.US,http://rallsr2.k12.mo.us/,"040, 043","10 , 18 ",9,"21622 Highway 19
Center 634369648
(39.5064459044625, -91.53451010708508)",
48070,,Oak Grove R-VI  (048-070),Jackson ,B,   A,122166136.00,5.0563,8166904156,8166903031,2,74,901,0,901,1,42,483,0,483,0,0,0,0,0,1,50,651,1,652,4,166,2035,1,2036,Mrs.,Alexander ,Sue ,,Mrs.,Brocato ,Lana ,M,Doherty ,Freddie ,,Mr.,fdoherty@oakgrove.k12.mo.us,http://www.oakgrove.k12.mo.us,"032, 033, 053, 054","08 , 21 ",4,"601 S.E. 12th Street
Oak Grove 640757044
(39.00444415976628, -94.12262237813326)",
53114,Y,Laclede Co. C-5  (053-114),Laclede ,C,   A,27378813.00,3.2719,4175324837,4175882100,1,37,521,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,521,0,521,Mr.,Glendenning ,Jack ,,Mrs.,Cook ,Janie ,,Nolan ,Tina ,,Mrs.,TNOLAN@JEBC5.K12.MO.US,http://www.jebc5.k12.mo.us/,129,28 ,4,"16050 Highway KK
Lebanon 655367849
(37.67255669352101, -92.74421141323647)",
