id,title,location,sub_category,avatar,description,details,provider,distance,ages,price,campus,camp_type,topics,category,relevance,affordability
30,Chris Babcock Art,Multiple Locations,Drop-off Drawing and Painting Visual Arts,https://images.activityhero.com/provider_photo/111711/tile/bd5939a8-49dc-496a-8daf-269f87dc6b5f.png,"Our Mission at Chris Babcock Art:1) Instruct art campers how to develop creative and technical drawing and painting skills through playful projects and fun,…read more >",https://www.activityhero.com/biz/chris-babcock-art,,7,"5, 19",191,f,Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,32.51,22.01
31,Code For Fun,Multiple Locations,Online Course Free Activities Programming,https://images.activityhero.com/provider_photo/100913/tile/7ba17299-1989-416c-a165-16ab6d186075.JPG,"Code for Fun is a non-profit organization committed to exposing all students, especially girls, to computer science at an early stage, to help grow the next…read more >",https://www.activityhero.com/biz/67313-code-for-fun,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",12.9,",20",26,m,STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Math & Logic,85.4,68
32,Mister Lemur's Adventures in Writing,Multiple Locations,Academics Academic Writing Visual Arts,https://images.activityhero.com/provider_photo/98110/tile/181b4652-dff6-4fd9-8363-01bc77af25c4.jpg,Adventures in Writing Camp was created by Stanford-educated authors Hans and Jen Hartvickson in partnership with Doctor Alison DeMark and teacher Jonny D.…read more >,https://www.activityhero.com/biz/mister-lemur-s-adventures-in-writing-camp,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",23.9,"12,21",13,m,Arts,"[['offer', 27.5], ['locate', 20.62], ['small', 10.62], ['write', 9.38], ['writing', 6.25], ['begin', 5.62], ['specialize', 5.62], ['fashion', 5.0], ['kindergarten', 5.0], ['read', 4.38]]",Arts and Design,51.94,39.19
33,Nine Studio/New Intelligence Next Education,"New intelligence next education - San Francisco, CA",Crafts Drawing and Painting Visual Arts,https://images.activityhero.com/provider_photo/133898/tile/12fa58b2-f5c6-405e-b89c-170f1eb7f5d2.JPG,"All children are full of creativity and imagination, and we are responsible for helping them to reach their full potentials.We are an art studio who believe…read more >",https://www.activityhero.com/biz/nine-studio,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",24.6,"5,20",17,m,Sports,"[['provide', 45.0], ['opportunity', 15.5], ['full', 9.0], ['studio', 8.0], ['service', 6.5], ['enjoy', 5.5], ['group', 4.0], ['karate', 3.5], ['game', 1.5], ['court', 1.5]]",Personal Development,46,9.17
34,SF Quest Kids LLC,Multiple Locations,Adventure/Outdoors Nature Programs Play/Outdoor,https://images.activityhero.com/provider_photo/111974/tile/abcb83c3-bec0-457e-ab80-458575a779ed.jpeg,SF Quest Kids is a mobile kids camp dedicated to exposing city youth to the natural beauty of the Bay Area and the fun of learning and playing outdoors!! …read more >,https://www.activityhero.com/biz/9458-sf-quest-kids-san-francisco-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",25,"5,27",9,m,Sports,"[['play', 28.39], ['tennis', 14.19], ['player', 12.26], ['place', 12.26], ['group', 8.39], ['top', 7.1], ['berkeley', 6.45], ['bring', 4.52], ['st', 3.23], ['visit', 3.23]]",Personal Development,41.45,43.57
35,SF Tots - Soccer & Basketball,Multiple Locations,Baseball Basketball Soccer,https://images.activityhero.com/provider_photo/4176/tile/soccer_tots.jpg,SF Tots is a soccer and basketball program for young children. The SF Tots soccer program was created for children 18 months up to 6 years. The goal is to…read more >,https://www.activityhero.com/biz/sf-tots,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27.2,"5,19",121,"m,f",Sports,"[['club', 24.2], ['soccer', 17.83], ['team', 14.65], ['year_round', 10.19], ['basketball', 7.01], ['ca', 6.37], ['dedicate', 5.73], ['north', 5.1], ['clinic', 5.1], ['swim', 3.82]]",Personal Development,57.76,84.95
36,ActivityHero Scholarships,Multiple Locations,Science & Technology Academics Sports,https://images.activityhero.com/provider_photo/111900/tile/ac18440c-a289-4268-af5a-adac31c90033.png,"ActivityHero is pleased to partner with over 150 camps and classes to offer over 1,500 scholarship spots. Additional scholarship spots are available for…read more >",https://www.activityhero.com/biz/activityhero-scholarship,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",31.1,"5,19",2000,m,STEM,"[['student', 34.39], ['high', 22.75], ['quality', 19.05], ['elementary', 6.88], ['middle', 6.35], ['rich', 2.65], ['development', 2.65], ['care', 2.12], ['teenager', 1.59], ['expert', 1.59]]",Math & Logic,72,39.29
37,San Francisco Community Music Center,Multiple Locations,Performing Arts Music Wind,https://images.activityhero.com/provider_photo/4491/tile/courtyardview.jpg,San Francisco Community Music Center makes music accessible to all people regardless of their financial means. Children from 8-18 years of age can make…read more >,https://www.activityhero.com/biz/san-francisco-community-music-center,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",47.4,"5,19",26,f,Arts,"[['music', 38.76], ['lesson', 17.7], ['rock', 8.13], ['group', 6.7], ['private', 6.7], ['piano', 5.74], ['movement', 5.26], ['voice', 4.78], ['give', 3.35], ['act', 2.87]]",Arts and Design,30.4,56.02
38,SoccerInsight,"Paul Goode Field - San Francisco, CA",Play/Outdoor Soccer Sports,https://images.activityhero.com/provider_photo/3652/tile/SoccerInsight.jpg,We offer a variety of camps and clinics throughout the year for all ages! We encourage participants of all ages and skill levels to come out and join us! We…read more >,https://www.activityhero.com/biz/soccerinsight,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",62.3,"5,19",13,"m,f",STEM,"[['age', 46.46], ['offer', 18.69], ['level', 15.66], ['beginner', 4.55], ['inspire', 4.04], ['foundation', 2.53], ['garden', 2.02], ['daily', 2.02], ['elite', 2.02], ['gain', 2.02]]",Computer Science,91.34,65.67
39,Peekadoodle Academy,Multiple Locations,Play/Outdoor Preschool General Recreation,https://images.activityhero.com/provider_photo/111211/tile/8f7a8692-c7a6-4244-b182-08aafda04148.jpg,Peekadoodle Academy is a licensed preschool program founded on a balanced approach to learning. The Academy centers its curriculum on the whole child…read more >,https://www.activityhero.com/biz/4718-peekadoodle-kidsclub-san-francisco-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",66.3,"5, 20",17,"m,f",STEM,"[['center', 32.79], ['company', 19.13], ['empower', 8.2], ['curriculum', 7.1], ['palo_alto', 6.56], ['real', 6.01], ['bring', 6.01], ['heart', 5.46], ['passionate', 4.37], ['city', 4.37]]",Computer Science,96.89,72.49
40,Sky Kids,Multiple Locations,Flexible Booking Computers Cartooning Visual Arts,https://images.activityhero.com/provider_photo/98193/tile/001fe138-2879-4b5b-be7a-4d667d0772af.JPG,Sky Kids is an international program that promotes project-based learning and cultural exchange. We offer fun and engaging camps and enrichment programs for…read more >,https://www.activityhero.com/biz/sky-kids-international-camp,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",62.3,"5, 20",9,"m,f",STEM,"[['educational', 21.05], ['provide', 15.79], ['engineering', 11.84], ['science_technology', 9.87], ['international', 8.55], ['challenge', 8.55], ['steam', 7.89], ['service', 5.92], ['tutoring', 5.26], ['people', 5.26]]",Math & Logic,52.58,17.86
41,Bay Jiu-Jitsu,Multiple Locations,Fitness Martial Arts Play/Outdoor,https://images.activityhero.com/provider_photo/95113/tile/ae3e596f-2d8e-4027-af00-4bcaa419d91b.jpg,Bay Jiu-Jitsu Kids Summer Camps will keep your children active and help them build friendships with other campers. Kids have a great time learning…read more >,https://www.activityhero.com/biz/bay-jiu-jitsu,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",74,",21",121,"m,f",Sports,"[['summer', 43.31], ['camp', 37.58], ['break', 4.78], ['baseball', 4.14], ['spring', 3.18], ['california', 2.23], ['holiday', 1.27], ['enrich', 1.27], ['winter', 1.27], ['custom', 0.96]]",Personal Development,45.51,5.36
42,Bay Area Shakespeare Camp,Multiple Locations,Performing Arts Drama/Theater Acting,https://images.activityhero.com/provider_photo/72825/tile/d2914eae-abed-47f9-9374-1323ab4f4a54.jpg,2020 marks the 28th season of 'kids getting in the act' with this fun and enriching program! Shakespeare Camps provide training in: •Shakespeare’s rich…read more >,https://www.activityhero.com/biz/bay-area-shakespeare-camp-3528,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",92.1,"5,21",4000,"m,f",Sports,"[['summer', 43.31], ['camp', 37.58], ['break', 4.78], ['baseball', 4.14], ['spring', 3.18], ['california', 2.23], ['holiday', 1.27], ['enrich', 1.27], ['winter', 1.27], ['custom', 0.96]]",Personal Development,88.98,99.92
43,Environmental Traveling Companions,"San Francisco - San Francisco, CA",Girls Only Overnight/Residential Adventure/Outdoors,https://images.activityhero.com/provider_photo/65393/tile/cba51640-21d4-49bf-8d6b-28a767e39e7e.jpg,"ETC's Youth LEAD offers life changing outdoor experiences for diverse groups of youths, ages 14-18.As ETC’s students travel along a California watershed,…read more >",https://www.activityhero.com/biz/56144-environmental-traveling-companions-etc-san-francisco-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",8,"5, 20",6000,"m,f",STEM,"[['youth', 35.09], ['day', 24.56], ['safe', 9.36], ['oakland', 7.6], ['junior', 5.26], ['grow', 4.68], ['traditional', 4.09], ['locally', 3.51], ['offer', 2.92], ['mind', 2.92]]",Math & Logic,64.58,94.89
44,Young Women's Choral Projects,"San Francisco - San Francisco, CA",Voice Music Performing Arts,https://images.activityhero.com/provider_photo/93828/tile/ef453ad8-9b42-4438-bed3-9419a55d727f.jpeg,"The Young Women’s Choral Projects of San Francisco transforms the lives of young women through exceptional artistry in choral performance, and brings the…read more >",https://www.activityhero.com/biz/56079-young-women-s-choral-projects-san-francisco-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",13.9,",21",142,"m,f",STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Computer Science,57.7,22.94
45,Curious Jane,Multiple Locations,Crafts Girls Only Science,https://images.activityhero.com/provider_photo/143338/tile/1fb3b0a2-3c72-4236-8142-bbaaffc90ae9.jpg,"Curious Jane is a day camp for rising 3rd-6th grade girls, and for 1st-2nd grade girls, we offer CJ Junior. We run multiple weekly sessions at beautiful…read more >",https://www.activityhero.com/biz/curious-jane,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",24.9,"12,22",2,m,STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Math & Logic,36.71,7.54
46,San Francisco Soccer Camp,"Negoesco Field at USF - San Francisco, CA",Fitness Soccer Sports,https://images.activityhero.com/provider_photo/139569/tile/0fbcdcb1-a4f8-4b7a-931e-04774ab9bb24.jpeg,The San Francisco Soccer Camp is excited to announce its boys' 2020 summer camp schedule! There are summer camp offerings in order to support all levels…read more >,https://www.activityhero.com/biz/griffin-premier-soccer-academy,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",25.6,"5,21",102,m,STEM,"[['design', 29.56], ['game', 18.87], ['age', 17.61], ['programming', 8.18], ['computer', 6.92], ['offering', 5.66], ['virtual', 4.4], ['kid', 3.77], ['provide', 2.52], ['support', 2.52]]",Computer Science,82.08,58.77
47,Sprouts Cooking Club,Multiple Locations,Cooking,https://images.activityhero.com/provider_photo/5817/tile/DSC_0142.JPG,Sprouts is a nonprofit that teaches youth from all socioeconomic backgrounds what REAL food is all about. We do this through hands-on cooking with REAL…read more >,https://www.activityhero.com/biz/sprouts-cooking-club,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26,"5,28",47,f,STEM,"[['teach', 37.89], ['professional', 13.68], ['teacher', 10.53], ['instruction', 10.0], ['run', 6.84], ['coach', 5.26], ['parent', 4.21], ['background', 4.21], ['basic', 3.68], ['video', 3.68]]",Computer Science,39.01,56.42
48,SF Spanish,Multiple Locations,Spanish Crafts Language,https://images.activityhero.com/provider_photo/105181/tile/63c8a2ca-fd8e-4e76-98e4-99d130fc4235.jpg,SF Spanish is a unique group of Spanish teachers who are passionate about fostering fun and creative language learning opportunities for students of all…read more >,https://www.activityhero.com/biz/sf-spanish,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",28.2,"5,20",112,f,Arts,"[['language', 17.11], ['school', 13.16], ['development', 12.5], ['preschool', 12.5], ['teach', 8.55], ['immersion', 8.55], ['spanish', 8.55], ['english', 6.58], ['skill', 6.58], ['valley', 5.92]]",Arts and Design,88.54,40.07
49,San Francisco Conservatory of Music: Summer Programs,Multiple Locations,Creative Writing Music Performing Arts,https://images.activityhero.com/provider_photo/16908/tile/8f9d390b-4e00-491c-9ad1-8218de13081f.jpg,"San Francisco Conservatory of Music offers two summer training workshops. Gilbert & Sullivan Scenes, for young stage performers age 10- 18 years old, offers…read more >",https://www.activityhero.com/biz/4336-san-francisco-conservatory-of-music-summer-programs-san-francisco-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",32.1,"5,20",322,m,STEM,"[['age', 46.46], ['offer', 18.69], ['level', 15.66], ['beginner', 4.55], ['inspire', 4.04], ['foundation', 2.53], ['garden', 2.02], ['daily', 2.02], ['elite', 2.02], ['gain', 2.02]]",Computer Science,36.69,84.68
50,Legarza Sports,Multiple Locations,Flexible Booking General Recreation Sports Basketball,https://images.activityhero.com/provider_photo/99338/tile/1224c838-547c-4c51-906a-2200dfbcc9a1.jpg,"Voted ""Bay Area's Best Camp"" by Bay Area Parent Magazine. Our camp provides a service that everyone in our community can afford. Our goal is for all campers…read more >",https://www.activityhero.com/biz/legarza-basketball-camps-and-classes,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",48.4,"5,20",542,m,STEM,"[['good', 21.43], ['world', 15.08], ['future', 12.7], ['individual', 10.32], ['active', 9.52], ['knowledge', 7.14], ['feature', 6.35], ['change', 6.35], ['improve', 5.56], ['benefit', 5.56]]",Math & Logic,77.09,79.2
51,CodeREV Kids,Multiple Locations,Online Course Gaming Programming,https://images.activityhero.com/provider_photo/97461/tile/853342b4-79a3-4cfb-b075-e9275789daf9.jpg,CodeREV Kids Tech Camps provide a one-of-a kind camp experience for campers.  Our camps are a wonderful way for campers to spend a week or several weeks out…read more >,https://www.activityhero.com/biz/56210-coderev-kids-santa-monica-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",63.3,"5,20",3001,m,STEM,"[['year', 36.17], ['teaching', 13.48], ['inspire', 9.93], ['teen', 8.51], ['theater', 7.09], ['kind', 6.38], ['positive', 4.96], ['method', 4.96], ['mindfulness', 4.26], ['broadway', 4.26]]",Computer Science,78.79,49.99
52,The Little Studio,"Congregation Beth Sholom - San Francisco, CA",Drawing and Painting Visual Arts Girls Only,https://images.activityhero.com/provider_photo/140514/tile/00457e10-3950-49dc-841f-9fdc4c3b6bf4.JPG,The Little Studio offers art camps for girls entering Kindergarten-3rd grade. The Little Studio provides a warm and nurturing small-group setting that…read more >,https://www.activityhero.com/biz/the-little-studio,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",67.3,"5, 21",192,m,Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,47.88,39.82
53,Destination Science,Multiple Locations,Virtual Camp Fair Flexible Booking Best of ActivityHero 2015 Engineering Science Science & Technology,https://images.activityhero.com/provider_photo/99595/tile/7a1009d8-f9fe-4dae-8025-8b24d6f19ae4.jpg,"SCIENCE! SCIENCE! & MORE SCIENCE!STEM (science, technology, engineering and math) learning is more important than ever before. It has become a national…read more >",https://www.activityhero.com/biz/destination-science,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",75,"5, 21",27,"m,f",STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Computer Science,37.33,18.21
54,SF Children's Art Center,"San Francisco Children's Art Center - San Francisco, CA",Sculpture Drawing and Painting Visual Arts,https://images.activityhero.com/provider_photo/99009/tile/31074382-05b2-45f3-aedb-a910534626b1.jpg,"Established in 1978, The San Francisco Children’s Art Center (SFCAC) is a 501(c)(3) non-profit, child-centered community art organization that values the…read more >",https://www.activityhero.com/biz/4749-san-francisco-children-s-art-center-san-francisco-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",75,",22",14,m,Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,37.76,72.81
